,topic_match,senti,length,sat
1133,1,1.0,53,0
1134,1,1.0,310,1
1135,1,1.0,7,0
1136,1,1.0,53,1
1137,0,1.0,30,0
1138,1,1.0,54,0
1139,1,1.0,36,0
1140,0,1.0,62,0
1141,1,1.0,63,1
1142,1,1.0,140,1
1143,0,1.0,87,0
1144,0,1.0,115,1
1145,1,1.0,143,1
1146,1,1.0,71,1
1147,1,1.0,132,1
1148,1,1.0,121,1
1149,0,1.0,91,1
1150,0,1.0,59,0
1151,1,1.0,54,0
1152,1,1.0,100,1
1153,1,1.0,38,0
1154,1,1.0,15,0
1155,1,1.0,110,1
1156,1,1.0,23,0
1157,1,1.0,77,1
1158,1,1.0,34,1
1159,0,1.0,51,0
1160,1,1.0,53,0
1161,1,1.0,79,1
1162,0,1.0,41,0
1163,0,1.0,67,0
1164,1,1.0,44,1
1165,1,1.0,145,1
1166,1,1.0,3,0
1167,1,1.0,140,1
1168,1,1.0,218,1
1169,0,1.0,48,1
1170,0,1.0,26,0
1171,1,1.0,93,1
1172,1,1.0,208,1
1173,1,1.0,68,1
1174,1,1.0,29,0
1175,1,1.0,176,1
1176,1,1.0,19,0
1177,1,1.0,18,1
1178,1,1.0,35,0
1179,1,1.0,95,1
1180,1,1.0,25,0
1181,1,1.0,32,0
1182,1,1.0,111,0
1183,1,1.0,115,1
1184,1,1.0,43,1
1185,0,1.0,124,1
1186,1,1.0,42,1
1187,0,1.0,38,0
1188,1,1.0,82,1
1189,1,1.0,40,1
1190,0,1.0,52,0
1191,1,1.0,39,0
1192,0,1.0,50,1
1193,1,1.0,15,0
1194,1,1.0,45,1
1195,1,1.0,32,0
1196,1,1.0,192,0
1197,0,1.0,121,1
1198,1,1.0,79,0
1199,1,1.0,71,1
1200,0,1.0,54,0
1201,0,1.0,60,1
1202,0,1.0,55,0
1203,0,1.0,103,1
1204,1,1.0,71,1
1205,0,1.0,82,1
1206,1,1.0,64,1
1207,1,1.0,200,1
1208,1,1.0,90,1
1209,1,1.0,82,1
1210,1,1.0,103,0
1211,0,1.0,48,0
1212,1,1.0,79,1
1213,1,1.0,75,1
1214,1,1.0,103,1
1215,1,1.0,50,0
1216,1,1.0,54,1
1217,1,1.0,42,1
1218,0,1.0,50,0
1219,1,1.0,28,0
1220,1,1.0,54,0
1221,1,1.0,17,0
1222,0,1.0,98,1
1223,1,1.0,36,0
1224,1,1.0,131,1
1225,1,1.0,90,1
1226,1,1.0,73,0
1227,1,1.0,157,1
1228,1,1.0,28,0
1229,1,1.0,126,1
1230,1,1.0,172,1
1231,0,1.0,115,0
1232,1,1.0,42,0
1233,1,1.0,138,1
1234,0,1.0,71,1
1235,1,1.0,48,0
1236,1,1.0,24,0
1237,0,1.0,53,0
1238,1,1.0,17,0
1239,0,1.0,54,0
1240,1,1.0,18,0
1241,1,1.0,17,0
1242,1,1.0,76,1
1243,1,1.0,61,1
1244,1,1.0,82,1
1245,0,1.0,32,0
1246,1,1.0,140,0
1247,1,1.0,51,0
1248,0,1.0,22,0
1249,0,1.0,207,1
1250,1,1.0,103,1
1251,1,1.0,38,1
1252,1,1.0,90,0
1253,0,1.0,34,0
1254,1,1.0,63,1
1255,0,1.0,105,0
1256,1,1.0,49,1
1257,1,1.0,88,1
1258,1,1.0,62,0
1259,1,1.0,90,0
1260,0,1.0,42,0
1261,0,1.0,96,1
1262,1,1.0,41,0
1263,1,1.0,71,1
1264,0,1.0,60,1
1265,1,1.0,46,1
1266,0,1.0,44,0
1267,0,1.0,139,0
1268,1,1.0,63,1
1269,0,1.0,52,0
1270,1,1.0,124,0
1271,1,1.0,53,1
1272,0,1.0,158,1
1273,1,1.0,91,1
1274,1,1.0,125,1
1275,1,1.0,25,0
1276,1,1.0,80,1
1277,1,1.0,53,1
1278,0,1.0,38,0
1279,1,1.0,29,0
1280,1,1.0,16,0
1281,0,1.0,198,1
1282,1,1.0,71,1
1283,0,1.0,103,1
1284,1,1.0,20,0
1285,1,1.0,158,0
1286,1,1.0,60,1
1287,0,1.0,85,0
1288,1,1.0,51,0
1289,1,1.0,129,0
1290,1,1.0,28,0
1291,0,1.0,55,0
1292,1,1.0,46,1
1293,1,1.0,128,1
1294,1,1.0,72,0
1295,1,1.0,16,0
1296,1,1.0,62,1
1297,0,1.0,41,0
1298,0,1.0,66,0
1299,1,1.0,82,1
1300,1,1.0,22,0
1301,1,1.0,78,1
1302,1,1.0,71,1
1303,0,1.0,88,0
1304,1,1.0,77,1
1305,1,1.0,80,0
1306,1,1.0,94,1
1307,1,1.0,38,0
1308,0,1.0,60,0
1309,1,1.0,126,1
1310,1,1.0,24,0
1311,1,1.0,132,1
1312,1,1.0,65,0
1313,1,1.0,146,0
1314,1,1.0,199,0
1315,0,1.0,106,1
1316,1,1.0,57,2
1317,0,1.0,38,0
1318,1,1.0,57,1
1319,0,1.0,63,0
1320,1,1.0,29,0
1321,0,1.0,53,1
1322,1,1.0,100,1
1323,1,1.0,46,0
1324,1,1.0,96,1
1325,1,1.0,42,1
1326,1,1.0,109,0
1327,1,1.0,14,0
1328,0,1.0,81,0
1329,0,1.0,156,1
1330,1,1.0,457,1
1331,1,1.0,17,0
1332,0,1.0,60,1
1333,1,1.0,61,1
1334,1,1.0,57,1
1335,1,1.0,69,1
1336,0,1.0,195,1
1337,0,1.0,35,0
1338,1,1.0,70,1
1339,0,1.0,302,1
1340,0,1.0,55,1
1341,0,1.0,37,1
1342,1,1.0,49,1
1343,1,1.0,33,0
1344,1,1.0,45,1
1345,1,1.0,113,1
1346,0,1.0,79,1
1347,0,1.0,28,0
1348,1,1.0,17,0
1349,1,1.0,93,1
1350,1,1.0,42,0
1351,1,1.0,74,0
1352,0,1.0,77,1
1353,0,1.0,42,0
1354,0,1.0,133,0
1355,1,1.0,87,1
1356,1,1.0,75,1
1357,1,1.0,198,1
1358,1,1.0,76,1
1359,0,1.0,41,0
1360,0,1.0,43,0
1361,1,1.0,55,1
1362,1,1.0,73,1
1363,1,1.0,57,0
1364,1,1.0,14,0
1365,1,1.0,22,0
1366,1,1.0,33,0
1367,0,1.0,48,0
1368,1,1.0,33,0
1369,0,1.0,124,1
1370,0,1.0,61,1
1371,1,1.0,128,1
1372,1,1.0,52,1
1373,1,1.0,17,0
1374,1,1.0,31,0
1375,1,1.0,212,1
1376,1,1.0,58,1
1377,1,1.0,5,0
1378,0,1.0,25,1
1379,1,1.0,77,1
1380,1,1.0,106,0
1381,1,1.0,69,1
1382,1,1.0,49,1
1383,1,1.0,74,1
1384,1,1.0,34,0
1385,1,1.0,85,1
1386,1,1.0,19,0
1387,0,1.0,37,0
1388,1,1.0,66,0
1389,0,1.0,192,1
1390,0,1.0,69,1
1391,0,1.0,54,1
1392,0,1.0,86,1
1393,1,1.0,50,1
1394,1,1.0,187,1
1395,1,1.0,31,0
1396,0,1.0,32,0
1397,1,1.0,41,1
1398,0,1.0,69,1
1399,1,1.0,18,1
1400,0,1.0,46,1
1401,1,1.0,218,1
1402,1,1.0,54,0
1403,0,1.0,169,1
1404,1,1.0,143,1
1405,1,1.0,85,1
1406,0,1.0,64,1
1407,0,1.0,34,0
1408,1,1.0,27,0
1409,1,1.0,93,0
1410,1,1.0,126,1
1411,1,1.0,82,1
1412,1,1.0,111,1
1413,1,1.0,69,1
1414,1,1.0,78,1
1415,1,1.0,16,0
1416,1,1.0,95,1
1417,1,1.0,36,0
1418,1,1.0,169,1
1419,0,1.0,32,1
1420,1,1.0,103,1
1421,0,1.0,99,1
1422,1,1.0,31,1
1423,1,1.0,88,1
1424,1,1.0,114,1
1425,1,1.0,40,1
1426,1,1.0,122,1
1427,0,1.0,27,0
1428,1,1.0,47,0
1429,1,1.0,84,0
1430,0,1.0,28,0
1431,0,1.0,89,1
1432,0,1.0,34,0
1433,1,1.0,63,1
1434,1,1.0,47,1
1435,0,1.0,91,1
1436,1,1.0,57,0
1437,1,1.0,103,1
1438,0,1.0,66,1
1439,1,1.0,83,1
1440,1,1.0,68,1
1441,1,1.0,178,1
1442,0,1.0,55,0
1443,1,1.0,73,0
1444,1,1.0,67,0
1445,1,1.0,76,1
1446,1,1.0,35,0
1447,1,1.0,73,1
1448,1,1.0,83,1
1449,1,1.0,126,1
1450,1,1.0,30,0
1451,1,1.0,98,0
1452,0,1.0,30,0
1453,0,1.0,38,0
1454,1,1.0,28,0
1455,1,1.0,83,0
1456,1,1.0,95,1
1457,1,1.0,107,0
1458,1,1.0,34,0
1459,1,1.0,84,0
1460,0,1.0,87,0
1461,1,1.0,27,1
1462,0,1.0,188,1
1463,1,1.0,89,0
1464,0,1.0,38,0
1465,0,1.0,53,0
1466,1,1.0,26,0
1467,1,1.0,51,0
1468,0,1.0,58,1
1469,0,1.0,82,1
1470,1,1.0,42,0
1471,1,1.0,77,0
1472,1,1.0,128,1
1473,1,1.0,138,1
1474,1,1.0,56,1
1475,0,1.0,199,1
1476,0,1.0,78,1
1477,1,1.0,90,1
1478,0,1.0,206,0
1479,1,1.0,17,0
1480,1,1.0,41,0
1481,1,1.0,81,1
1482,1,1.0,121,0
1483,1,1.0,69,1
1484,1,1.0,177,1
1485,1,1.0,21,0
1486,0,1.0,40,0
1487,1,1.0,36,0
1488,1,1.0,100,0
1489,1,1.0,49,1
1490,0,1.0,27,0
1491,0,1.0,38,1
1492,1,1.0,46,1
1493,1,1.0,16,0
1494,1,1.0,83,1
1495,1,1.0,64,0
1496,1,1.0,17,0
1497,0,1.0,35,0
1498,1,1.0,78,1
1499,1,1.0,66,1
1500,0,1.0,87,0
1501,0,1.0,36,1
1502,1,1.0,41,0
1503,1,1.0,143,1
1504,0,1.0,40,0
1505,0,1.0,42,0
1506,1,1.0,38,0
1507,1,1.0,74,1
1508,0,1.0,46,0
1509,0,1.0,191,1
1510,1,1.0,86,1
1511,0,1.0,31,0
1512,1,1.0,27,0
1513,1,1.0,38,1
1514,1,1.0,51,0
1515,1,1.0,18,0
1516,0,1.0,67,0
1517,0,1.0,42,0
1518,1,1.0,34,0
1519,0,1.0,33,0
1520,1,1.0,91,0
1521,0,1.0,68,0
1522,1,1.0,57,1
1523,0,1.0,68,0
1524,1,1.0,43,1
1525,1,1.0,182,0
1526,1,1.0,61,0
1527,0,1.0,50,0
1528,1,1.0,73,1
1529,1,1.0,42,0
1530,0,1.0,46,0
1531,1,1.0,109,0
1532,1,1.0,34,0
1533,1,1.0,41,0
1534,1,1.0,82,0
1535,1,1.0,177,0
1536,0,1.0,34,0
1537,0,1.0,51,0
1538,1,1.0,91,0
1539,1,1.0,62,0
1540,1,1.0,74,0
1541,1,1.0,22,0
1542,1,1.0,5,0
1543,0,1.0,29,0
1544,0,1.0,37,0
1545,1,1.0,43,0
1546,1,1.0,118,1
1547,1,1.0,19,0
1548,1,1.0,105,1
1549,1,1.0,97,0
1550,1,1.0,146,0
1551,1,1.0,193,1
1552,1,1.0,17,0
1553,1,1.0,151,1
1554,1,1.0,110,1
1555,1,1.0,88,1
1556,1,1.0,54,0
1557,1,1.0,54,1
1558,0,1.0,47,0
1559,1,1.0,196,0
1560,1,1.0,40,0
1561,0,1.0,43,0
1562,1,1.0,15,0
1563,1,1.0,77,1
1564,0,1.0,51,0
1565,1,1.0,33,0
1566,0,1.0,25,0
1567,1,1.0,93,0
1568,1,1.0,43,0
1569,0,1.0,65,1
1570,1,1.0,45,0
1571,1,1.0,120,1
1572,1,1.0,78,1
1573,1,1.0,51,0
1574,1,1.0,21,0
1575,0,1.0,97,0
1576,1,1.0,82,1
1577,0,1.0,44,0
1578,1,1.0,100,1
1579,1,1.0,56,0
1580,0,1.0,63,0
1581,1,1.0,185,1
1582,1,1.0,79,1
1583,0,1.0,62,0
1584,1,1.0,131,1
1585,0,1.0,54,0
1586,1,1.0,32,0
1587,1,1.0,64,0
1588,0,1.0,115,1
1589,1,1.0,30,0
1590,1,1.0,96,0
1591,1,1.0,65,0
1592,1,1.0,201,0
1593,1,1.0,197,0
1594,0,1.0,42,0
1595,1,1.0,65,0
1596,0,1.0,33,1
1597,1,1.0,42,0
1598,0,1.0,66,0
1599,1,1.0,15,0
1600,1,1.0,40,0
1601,1,1.0,25,0
1602,1,1.0,122,1
1603,1,1.0,34,1
1604,0,1.0,36,0
1605,0,1.0,68,0
1606,0,1.0,48,0
1607,1,1.0,76,1
1608,0,1.0,113,1
1609,1,1.0,32,0
1610,1,1.0,72,1
1611,0,1.0,32,0
1612,1,1.0,29,1
1613,1,1.0,167,1
1614,1,1.0,67,1
1615,0,1.0,70,1
1616,1,1.0,78,1
1617,1,1.0,86,1
1618,1,1.0,140,1
1619,1,1.0,93,0
1620,0,1.0,122,1
1621,1,1.0,39,1
1622,1,1.0,233,1
1623,1,1.0,172,1
1624,0,1.0,158,1
1625,0,1.0,51,0
1626,0,1.0,140,1
1627,0,1.0,77,1
1628,1,1.0,147,0
1629,0,1.0,63,1
1630,1,1.0,44,1
1631,1,1.0,60,1
1632,0,1.0,38,1
1633,0,1.0,55,0
1634,0,1.0,43,0
1635,1,1.0,125,1
1636,0,1.0,187,1
1637,1,1.0,55,0
1638,1,1.0,36,1
1639,1,1.0,131,0
1640,1,1.0,215,1
1641,0,1.0,53,1
1642,0,1.0,46,1
1643,1,1.0,181,1
1644,1,1.0,227,0
1645,1,1.0,59,1
1646,0,1.0,89,1
1647,1,1.0,68,1
1648,1,1.0,124,1
1649,1,1.0,88,1
1650,1,1.0,76,1
1651,1,1.0,79,1
1652,1,1.0,82,1
1653,0,1.0,80,1
1654,1,1.0,129,1
1655,0,1.0,45,0
1656,1,1.0,61,1
1657,1,1.0,62,1
1658,1,1.0,72,1
1659,1,1.0,71,1
1660,1,1.0,54,1
1661,1,1.0,38,0
1662,1,1.0,20,0
1663,1,1.0,33,1
1664,1,1.0,91,1
1665,1,1.0,79,1
1666,0,1.0,35,0
1667,1,1.0,17,0
1668,1,1.0,64,1
1669,1,1.0,52,1
1670,0,1.0,62,1
1671,0,1.0,95,1
1672,1,1.0,111,1
1673,0,1.0,38,0
1674,0,1.0,192,1
1675,1,1.0,302,1
1676,1,1.0,54,1
1677,0,1.0,62,1
1678,1,1.0,21,0
1679,1,1.0,49,0
1680,1,1.0,103,1
1681,0,1.0,27,0
1682,0,1.0,51,1
1683,1,1.0,43,0
1684,1,1.0,60,1
1685,1,1.0,93,1
1686,1,1.0,27,0
1687,0,1.0,31,0
1688,0,1.0,60,0
1689,0,1.0,101,1
1690,0,1.0,69,1
1691,1,1.0,112,0
1692,1,1.0,44,1
1693,0,1.0,37,0
1694,0,1.0,97,1
1695,1,1.0,18,0
1696,1,1.0,32,0
1697,1,1.0,59,1
1698,1,1.0,35,0
1699,1,1.0,21,0
1700,1,1.0,34,0
1701,1,1.0,16,0
1702,1,1.0,61,1
1703,0,1.0,104,1
1704,1,1.0,153,1
1705,0,1.0,64,0
1706,0,1.0,27,0
1707,0,1.0,50,0
1708,1,1.0,48,0
1709,0,1.0,52,1
1710,1,1.0,108,1
1711,1,1.0,158,1
1712,1,1.0,145,1
1713,1,1.0,34,1
1714,1,1.0,77,1
1715,1,1.0,83,1
1716,0,1.0,73,0
1717,0,1.0,37,0
1718,1,1.0,126,0
1719,1,1.0,50,1
1720,1,1.0,64,1
1721,0,1.0,83,1
1722,1,1.0,110,1
1723,1,1.0,29,0
1724,1,1.0,144,1
1725,1,1.0,103,1
1726,0,1.0,108,1
1727,1,1.0,140,0
1728,1,1.0,228,1
1729,1,1.0,31,0
1730,0,1.0,82,1
1731,0,1.0,82,1
1732,0,1.0,174,0
1733,0,1.0,31,0
1734,1,1.0,166,1
1735,1,1.0,194,1
1736,0,1.0,97,1
1737,0,1.0,91,0
1738,0,1.0,79,0
1739,1,1.0,68,1
1740,1,1.0,202,1
1741,0,1.0,51,0
1742,0,1.0,23,0
1743,0,1.0,39,1
1744,1,1.0,98,0
1745,1,1.0,73,1
1746,0,1.0,78,1
1747,1,1.0,61,1
1748,0,1.0,46,1
1749,1,1.0,65,1
1750,1,1.0,35,1
1751,1,1.0,122,1
1752,1,1.0,54,1
1753,0,1.0,169,1
1754,1,1.0,74,1
1755,1,1.0,74,1
1756,1,1.0,46,1
1757,1,1.0,71,1
1758,1,1.0,48,0
1759,1,1.0,96,1
1760,1,1.0,58,0
1761,1,1.0,32,0
1762,0,1.0,39,0
1763,1,1.0,73,0
1764,1,1.0,60,1
1765,1,1.0,47,1
1766,1,1.0,116,1
1767,0,1.0,48,0
1768,1,1.0,48,1
1769,1,1.0,103,1
1770,1,1.0,96,0
1771,0,1.0,43,0
1772,1,1.0,51,1
1773,1,1.0,87,1
1774,1,1.0,81,1
1775,0,1.0,39,0
1776,1,1.0,156,1
1777,1,1.0,51,0
1778,0,1.0,73,1
1779,0,1.0,156,1
1780,1,1.0,243,1
1781,0,1.0,69,1
1782,1,1.0,25,0
1783,1,1.0,93,0
1784,1,1.0,36,1
1785,0,1.0,145,1
1786,1,1.0,132,1
1787,1,1.0,167,1
1788,1,1.0,62,1
1789,0,1.0,35,0
1790,1,1.0,16,0
1791,1,1.0,209,1
1792,0,1.0,52,1
1793,1,1.0,299,1
1794,0,1.0,138,1
1795,0,1.0,92,0
1796,1,1.0,36,0
1797,0,1.0,44,1
1798,1,1.0,62,1
1799,0,1.0,74,0
1800,0,1.0,65,1
1801,1,1.0,100,1
1802,0,1.0,113,1
1803,1,1.0,27,0
1804,0,1.0,78,0
1805,0,1.0,66,1
1806,0,1.0,53,0
1807,0,1.0,69,1
1808,1,1.0,98,1
1809,1,1.0,38,1
1810,1,1.0,205,1
1811,1,1.0,68,1
1812,0,1.0,70,1
1813,1,1.0,63,1
1814,1,1.0,14,0
1815,0,1.0,93,1
1816,0,1.0,56,0
1817,1,1.0,103,1
1818,1,1.0,23,0
1819,1,1.0,72,1
1820,0,1.0,29,0
1821,0,1.0,113,0
1822,1,1.0,191,1
1823,1,1.0,42,1
1824,1,1.0,52,1
1825,1,1.0,16,0
1826,0,1.0,40,0
1827,0,1.0,36,0
1828,0,1.0,60,1
1829,0,1.0,95,1
1830,0,1.0,114,1
1831,1,1.0,97,1
1832,1,1.0,181,1
1833,1,1.0,39,1
1834,1,1.0,91,1
1835,1,1.0,24,0
1836,1,1.0,56,0
1837,1,1.0,89,1
1838,0,1.0,62,1
1839,1,1.0,54,1
1840,1,1.0,68,1
1841,0,1.0,55,0
1842,0,1.0,63,1
1843,0,1.0,53,1
1844,1,1.0,46,1
1845,1,1.0,84,1
1846,1,1.0,88,1
1847,0,1.0,152,0
1848,1,1.0,93,0
1849,1,1.0,13,0
1850,0,1.0,33,0
1851,0,1.0,82,1
1852,1,1.0,81,1
1853,0,1.0,30,0
1854,0,1.0,33,0
1855,0,1.0,140,1
1856,1,1.0,88,1
1857,1,1.0,72,1
1858,1,1.0,47,1
1859,1,1.0,28,0
1860,1,1.0,56,0
1861,0,1.0,29,0
1862,0,1.0,92,1
1863,0,1.0,58,1
1864,1,1.0,91,1
1865,0,1.0,141,1
1866,1,1.0,16,0
1867,0,1.0,37,0
1868,1,1.0,47,0
1869,0,1.0,89,1
1870,1,1.0,12,0
1871,0,1.0,51,0
1872,1,1.0,88,1
1873,1,1.0,91,1
1874,1,1.0,91,0
1875,0,1.0,31,0
1876,1,1.0,116,0
1877,1,1.0,95,0
1878,0,1.0,48,0
1879,0,1.0,209,1
1880,0,1.0,41,0
1881,1,1.0,121,1
1882,0,1.0,45,0
1883,1,1.0,39,0
1884,1,1.0,19,0
1885,0,1.0,35,0
1886,0,1.0,97,0
1887,1,1.0,53,0
1888,1,1.0,54,1
1889,1,1.0,60,1
1890,1,1.0,153,1
1891,1,1.0,191,1
1892,1,1.0,47,1
1893,1,1.0,38,0
1894,1,1.0,107,0
1895,1,1.0,122,1
1896,1,1.0,51,0
1897,0,1.0,93,1
1898,1,1.0,51,1
1899,1,1.0,36,0
1900,0,1.0,46,0
1901,0,1.0,167,1
1902,1,1.0,4,0
1903,1,1.0,15,0
1904,1,1.0,25,0
1905,0,1.0,54,0
1906,1,1.0,91,0
1907,1,1.0,78,0
1908,1,1.0,15,1
1909,1,1.0,28,0
1910,1,1.0,122,1
1911,1,1.0,100,0
1912,1,1.0,36,0
1913,0,1.0,37,0
1914,1,1.0,8,0
1915,1,1.0,94,0
1916,0,1.0,60,0
1917,0,1.0,44,1
1918,0,1.0,142,1
1919,1,1.0,23,0
1920,1,1.0,102,1
1921,0,1.0,186,1
1922,1,1.0,54,1
1923,1,1.0,198,1
1924,1,1.0,33,1
1925,1,1.0,72,1
1926,1,1.0,52,0
1927,1,1.0,92,0
1928,0,1.0,54,0
1929,0,1.0,62,0
1930,0,1.0,38,0
1931,1,1.0,75,1
1932,1,1.0,140,1
1933,1,1.0,158,1
1934,1,1.0,80,0
1935,0,1.0,34,0
1936,1,1.0,51,1
1937,0,1.0,41,1
1938,0,1.0,24,0
1939,1,1.0,143,1
1940,1,1.0,85,0
1941,0,1.0,32,0
1942,0,1.0,45,0
1943,0,1.0,78,1
1944,1,1.0,88,1
1945,0,1.0,19,0
1946,1,1.0,131,1
1947,1,1.0,51,1
1948,0,1.0,46,1
1949,1,1.0,56,1
1950,0,1.0,172,1
1951,0,1.0,39,0
1952,1,1.0,48,1
1953,1,1.0,111,1
1954,0,1.0,28,0
1955,0,1.0,40,0
1956,0,1.0,43,1
1957,1,1.0,94,0
1958,1,1.0,85,1
1959,0,1.0,47,0
1960,0,1.0,31,0
1961,0,1.0,20,0
1962,1,1.0,97,0
1963,1,1.0,75,1
1964,0,1.0,27,0
1965,0,1.0,44,0
1966,1,1.0,69,0
1967,1,1.0,75,0
1968,1,1.0,61,1
1969,1,1.0,37,0
1970,1,1.0,217,1
1971,1,1.0,56,0
1972,1,1.0,15,0
1973,1,1.0,91,1
1974,1,1.0,47,1
1975,0,1.0,82,1
1976,1,1.0,168,1
1977,1,1.0,196,1
1978,0,1.0,38,0
1979,1,1.0,89,1
1980,1,1.0,126,1
1981,1,1.0,242,1
1982,1,1.0,38,0
1983,0,1.0,57,1
1984,1,1.0,47,0
1985,1,1.0,73,1
1986,0,1.0,87,1
1987,0,1.0,365,1
1988,1,1.0,48,0
1989,1,1.0,29,0
1990,1,1.0,141,1
1991,1,1.0,165,0
1992,0,1.0,75,1
1993,0,1.0,49,0
1994,0,1.0,73,1
1995,1,1.0,199,1
1996,1,1.0,62,1
1997,1,1.0,45,1
1998,1,1.0,20,0
1999,1,1.0,45,0
2000,0,1.0,94,1
2001,0,1.0,93,0
2002,0,1.0,54,0
2003,0,1.0,53,0
2004,1,1.0,57,1
2005,0,1.0,55,0
2006,0,1.0,206,0
2007,1,1.0,56,1
2008,0,1.0,57,0
2009,0,1.0,48,1
2010,1,1.0,16,0
2011,1,1.0,103,1
2012,0,1.0,266,1
2013,1,1.0,120,1
2014,0,1.0,80,1
2015,1,1.0,28,0
2016,1,1.0,36,0
2017,1,1.0,136,1
2018,1,1.0,41,0
2019,1,1.0,16,0
2020,1,1.0,93,0
2021,1,1.0,53,0
2022,1,1.0,78,1
2023,0,1.0,49,0
2024,1,1.0,51,0
2025,0,1.0,137,1
2026,1,1.0,33,0
2027,1,1.0,24,0
2028,0,1.0,85,1
2029,0,1.0,55,1
2030,1,1.0,118,1
2031,1,1.0,72,0
2032,0,1.0,30,0
2033,1,1.0,179,1
2034,0,1.0,37,0
2035,0,1.0,31,0
2036,0,1.0,110,1
2037,0,1.0,43,1
2038,1,1.0,54,0
2039,1,1.0,102,1
2040,1,1.0,27,0
2041,1,1.0,50,1
2042,1,1.0,20,0
2043,1,1.0,67,0
2044,1,1.0,56,0
2045,1,1.0,121,1
2046,1,1.0,158,1
2047,1,1.0,38,1
2048,0,1.0,98,1
2049,1,1.0,84,1
2050,1,1.0,22,0
2051,1,1.0,68,1
2052,0,1.0,203,1
2053,0,1.0,53,1
2054,1,1.0,120,1
2055,1,1.0,111,1
2056,1,1.0,111,1
2057,1,1.0,48,1
2058,0,1.0,38,0
2059,1,1.0,116,0
2060,1,1.0,27,0
2061,0,1.0,125,0
2062,0,1.0,214,0
2063,1,1.0,70,1
2064,0,1.0,84,1
2065,1,1.0,80,1
2066,0,1.0,25,0
2067,1,1.0,68,1
2068,1,1.0,33,0
2069,1,1.0,59,0
2070,1,1.0,55,1
2071,1,1.0,72,1
2072,0,1.0,39,0
2073,0,1.0,51,0
2074,0,1.0,53,0
2075,1,1.0,92,1
2076,1,1.0,34,0
2077,0,1.0,77,0
2078,0,1.0,43,1
2079,1,1.0,120,1
2080,1,1.0,158,1
2081,1,1.0,65,1
2082,1,1.0,22,0
2083,1,1.0,205,1
2084,1,1.0,93,1
2085,1,1.0,48,0
2086,1,1.0,85,1
2087,0,1.0,38,0
2088,1,1.0,43,0
2089,1,1.0,26,0
2090,0,1.0,27,0
2091,1,1.0,37,0
2092,1,1.0,204,1
2093,1,1.0,37,0
2094,0,1.0,41,0
2095,1,1.0,27,0
2096,1,1.0,214,1
2097,1,1.0,79,0
2098,0,1.0,30,0
2099,0,1.0,103,1
2100,0,1.0,41,0
2101,0,1.0,58,0
2102,0,1.0,103,1
2103,0,1.0,50,0
2104,1,1.0,83,1
2105,1,1.0,38,1
2106,1,1.0,29,0
2107,0,1.0,34,0
2108,0,1.0,42,0
2109,1,1.0,21,0
2110,1,1.0,103,1
2111,0,1.0,58,1
2112,1,1.0,36,1
2113,1,1.0,27,0
2114,1,1.0,93,1
2115,0,1.0,83,1
2116,1,1.0,52,1
2117,1,1.0,72,1
2118,0,1.0,28,0
2119,1,1.0,85,1
2120,1,1.0,42,0
2121,1,1.0,174,1
2122,1,1.0,45,1
2123,1,1.0,104,1
2124,1,1.0,54,1
2125,1,1.0,3,0
2126,1,1.0,15,0
2127,0,1.0,48,0
2128,1,1.0,65,0
2129,1,1.0,41,0
2130,0,1.0,78,0
2131,1,1.0,148,1
2132,1,1.0,112,1
2133,1,1.0,30,1
2134,1,1.0,200,1
2135,1,1.0,138,1
2136,0,1.0,25,0
2137,1,1.0,116,1
2138,1,1.0,88,1
2139,1,1.0,68,1
2140,1,1.0,32,0
2141,0,1.0,51,0
2142,1,1.0,40,1
2143,1,1.0,260,1
2144,1,1.0,131,1
2145,1,1.0,33,0
2146,1,1.0,31,0
2147,0,1.0,35,1
2148,1,1.0,38,1
2149,1,1.0,82,1
2150,1,1.0,15,0
2151,0,1.0,53,0
2152,0,1.0,54,0
2153,1,1.0,22,0
2154,0,1.0,55,1
2155,0,1.0,37,0
2156,1,1.0,91,1
2157,1,1.0,24,0
2158,0,1.0,32,0
2159,1,1.0,58,1
2160,0,1.0,119,0
2161,0,1.0,82,1
2162,1,1.0,103,1
2163,0,1.0,234,1
2164,1,1.0,304,1
2165,0,1.0,142,1
2166,1,1.0,182,1
2167,1,1.0,17,0
2168,0,1.0,54,1
2169,0,1.0,40,0
2170,0,1.0,23,0
2171,1,1.0,54,1
2172,1,1.0,142,1
2173,0,1.0,62,0
2174,1,1.0,107,1
2175,1,1.0,115,0
2176,1,1.0,172,1
2177,1,1.0,59,1
2178,1,1.0,68,1
2179,1,1.0,118,0
2180,1,1.0,142,1
2181,0,1.0,26,0
2182,1,1.0,131,1
2183,1,1.0,39,0
2184,1,1.0,108,1
2185,1,1.0,28,0
2186,0,1.0,80,1
2187,1,1.0,98,1
2188,1,1.0,227,1
2189,0,1.0,56,0
2190,1,1.0,48,0
2191,0,1.0,127,1
2192,1,1.0,52,1
2193,1,1.0,55,1
2194,0,1.0,53,1
2195,1,1.0,35,1
2196,0,1.0,34,0
2197,1,1.0,90,0
2198,0,1.0,85,1
2199,0,1.0,66,1
2200,1,1.0,20,0
2201,0,1.0,86,1
2202,0,1.0,39,0
2203,0,1.0,45,0
2204,0,1.0,42,0
2205,1,1.0,62,1
2206,1,1.0,169,1
2207,1,1.0,91,0
